nrKilled,nrWound,year,country,group,attack,target,weapon
1,30,1996,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1996,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1996,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,1,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
0,0,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
0,0,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,1,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
0,1,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
0,0,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,0,1997,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,0,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
2,0,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
0,7,1997,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,1,1998,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1998,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
0,11,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,4,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,1,1998,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Melee
0,0,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1998,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,1,1999,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Melee
0,1,1999,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
0,0,1999,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,NGO,Explosives/Bombs/Dynamite
0,2,1999,United Kingdom,Irish Republican Army (IRA),Unarmed Assault,Private Citizens & Property,Melee
0,2,1999,United Kingdom,Irish Republican Army (IRA),Unarmed Assault,Private Citizens & Property,Melee
1,0,1999,United Kingdom,Irish Republican Army (IRA),Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
0,1,1999,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
1,0,1999,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
0,1,2000,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Melee
0,0,2000,United Kingdom,Irish Republican Army (IRA),Armed Assault,Terrorists/Non-State Militia,Firearms
0,0,2000,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2000,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2000,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
1,0,2000,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
0,3,2002,United Kingdom,Irish Republican Army (IRA),Armed Assault,Terrorists/Non-State Militia,Firearms
0,2,2002,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,2003,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,2003,United Kingdom,Irish Republican Army (IRA),Armed Assault,Police,Firearms
0,0,2005,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2006,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2008,United Kingdom,Irish Republican Army (IRA),Facility/Infrastructure Attack,Business,Incendiary
0,0,2011,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1970,United Kingdom,Irish Republican Extremists,Armed Assault,Private Citizens & Property,Firearms
1,0,1971,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1971,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1971,United Kingdom,Irish Republican Extremists,Assassination,Maritime,Firearms
2,0,1972,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
2,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
3,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1973,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Unknown
1,0,1973,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1973,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Melee
1,0,1974,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
2,0,1974,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Armed Assault,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Terrorists/Non-State Militia,Firearms
5,0,1975,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Police,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
3,0,1975,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,1976,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
2,0,1976,United Kingdom,Irish Republican Extremists,Armed Assault,Business,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
2,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
2,0,1976,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Melee
2,0,1976,United Kingdom,Irish Republican Extremists,Armed Assault,Business,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Assassination,Business,Firearms
1,0,1976,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1978,United Kingdom,Irish Republican Extremists,Armed Assault,Private Citizens & Property,Firearms
2,0,1979,United Kingdom,Irish Republican Extremists,Assassination,Police,Firearms
1,5,1979,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1980,United Kingdom,Irish Republican Extremists,Assassination,Police,Firearms
1,0,1980,United Kingdom,Irish Republican Extremists,Assassination,Military,Firearms
1,0,1980,United Kingdom,Irish Republican Extremists,Armed Assault,Private Citizens & Property,Firearms
1,0,1980,United Kingdom,Irish Republican Extremists,Assassination,Military,Firearms
0,6,1982,United Kingdom,Irish Republican Extremists,Unknown,Police,Unknown
0,2,1983,United Kingdom,Irish Republican Extremists,Unknown,Police,Unknown
1,0,1983,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1983,United Kingdom,Irish Republican Extremists,Assassination,Private Citizens & Property,Firearms
1,0,1984,United Kingdom,Irish Republican Extremists,Assassination,Business,Explosives/Bombs/Dynamite
1,0,1986,United Kingdom,Irish Republican Extremists,Unarmed Assault,Private Citizens & Property,Melee
1,0,1987,United Kingdom,Irish Republican Extremists,Assassination,Military,Unknown
0,0,1994,United Kingdom,Irish Republican Extremists,Assassination,Government (General),Firearms
0,0,1994,United Kingdom,Irish Republican Extremists,Facility/Infrastructure Attack,Police,Incendiary
1,0,1997,United Kingdom,Irish Republican Extremists,Assassination,Government (General),Firearms
0,0,2000,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,1,2000,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
0,0,2003,United Kingdom,Irish Republican Extremists,Hijacking,Unknown,Explosives/Bombs/Dynamite
0,1,2009,United Kingdom,Irish Republican Extremists,Hijacking,Private Citizens & Property,Firearms
0,0,2009,United Kingdom,Irish Republican Extremists,Hijacking,Private Citizens & Property,Firearms
0,0,2009,United Kingdom,Irish Republican Extremists,Hijacking,Private Citizens & Property,Firearms
0,0,2009,United Kingdom,Irish Republican Extremists,Hijacking,Unknown,Firearms
0,0,2009,United Kingdom,Irish Republican Extremists,Facility/Infrastructure Attack,Government (General),Incendiary
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Irish Republican Extremists,Facility/Infrastructure Attack,Police,Incendiary
0,0,2010,United Kingdom,Irish Republican Extremists,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1978,United Kingdom,Justice Commandos for the Armenian Genocide,Bombing/Explosion,Airports & Aircraft,Explosives/Bombs/Dynamite
0,0,1991,United Kingdom,Kurdish Dissidents,Hostage Taking (Barricade Incident),Government (Diplomatic),Unknown
0,0,1991,United Kingdom,Kurdish Dissidents,Unknown,Airports & Aircraft,Unknown
0,0,1991,United Kingdom,Kurdish Dissidents,Unknown,Business,Unknown
0,0,1991,United Kingdom,Kurdish Dissidents,Unknown,Business,Unknown
1,0,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Assassination,Private Citizens & Property,Firearms
0,1,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Assassination,Private Citizens & Property,Melee
1,0,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Assassination,Private Citizens & Property,Firearms
1,0,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Assassination,Terrorists/Non-State Militia,Unknown
1,3,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Armed Assault,Business,Firearms
1,5,1997,United Kingdom,Loyalist Volunteer Forces (LVF),Unknown,Religious Figures/Institutions,Unknown
1,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Armed Assault,Private Citizens & Property,Firearms
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,1998,United Kingdom,Loyalist Volunteer Forces (LVF),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,1,1999,United Kingdom,Loyalist Volunteer Forces (LVF),Armed Assault,Private Citizens & Property,Melee
1,0,2000,United Kingdom,Loyalist Volunteer Forces (LVF),Assassination,Terrorists/Non-State Militia,Firearms
0,4,2000,United Kingdom,Loyalist Volunteer Forces (LVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Loyalists,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary
0,0,2012,United Kingdom,Loyalists,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary
0,0,2012,United Kingdom,Loyalists,Armed Assault,Government (General),Incendiary
0,0,2013,United Kingdom,Loyalists,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,2014,United Kingdom,Loyalists,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,1,2015,United Kingdom,Loyalists,Armed Assault,Private Citizens & Property,Firearms
0,0,2015,United Kingdom,Loyalists,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2015,United Kingdom,Loyalists,Bombing/Explosion,Unknown,Explosives/Bombs/Dynamite
0,1,2015,United Kingdom,Loyalists,Unarmed Assault,Private Citizens & Property,Melee
0,1,2015,United Kingdom,Loyalists,Armed Assault,Private Citizens & Property,Firearms
0,1,2015,United Kingdom,Loyalists,Armed Assault,Private Citizens & Property,Firearms
0,1,2015,United Kingdom,Loyalists,Armed Assault,Private Citizens & Property,Firearms
0,0,2015,United Kingdom,Loyalists,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2015,United Kingdom,Loyalists,Bombing/Explosion,Unknown,Explosives/Bombs/Dynamite
0,0,2015,United Kingdom,Loyalists,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2015,United Kingdom,Loyalists,Facility/Infrastructure Attack,Private Citizens & Property,Melee
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1988,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1989,United Kingdom,Meibion Glyndwr,Armed Assault,Maritime,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1989,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1989,United Kingdom,Meibion Glyndwr,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1989,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Government (General),Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Government (General),Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Armed Assault,NGO,Incendiary
0,0,1989,United Kingdom,Meibion Glyndwr,Armed Assault,Maritime,Incendiary
0,0,1990,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,0,1990,United Kingdom,Meibion Glyndwr,Facility/Infrastructure Attack,Business,Incendiary
0,1,1990,United Kingdom,Meibion Glyndwr,Assassination,Business,Explosives/Bombs/Dynamite
0,0,1990,United Kingdom,Meibion Glyndwr,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1990,United Kingdom,Meibion Glyndwr,Assassination,Government (General),Explosives/Bombs/Dynamite
0,0,1990,United Kingdom,Meibion Glyndwr,Assassination,Government (General),Explosives/Bombs/Dynamite
0,0,1992,United Kingdom,Muslim Fundamentalists,Armed Assault,Business,Incendiary
0,0,1992,United Kingdom,Neo-Nazi Group,Unknown,Police,Unknown
0,0,2008,United Kingdom,Neo-Nazi Group,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Government (General),Explosives/Bombs/Dynamite
7,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Armed Assault,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Official Irish Republican Army (OIRA),Armed Assault,Military,Firearms
1,0,1973,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Military,Firearms
1,0,1973,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Firearms
1,0,1973,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
2,0,1974,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Armed Assault,Business,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Government (General),Firearms
1,0,1977,United Kingdom,Official Irish Republican Army (OIRA),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Official Irish Republican Army (OIRA),Armed Assault,Terrorists/Non-State Militia,Firearms
1,0,1977,United Kingdom,Official Irish Republican Army (OIRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1979,United Kingdom,Official Irish Republican Army (OIRA),Unarmed Assault,Private Citizens & Property,Melee
0,0,2006,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2007,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,0,2007,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2007,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,1,2008,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2009,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,1,2009,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Oglaigh na hEireann,Hijacking,Business,Explosives/Bombs/Dynamite
0,0,2010,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,3,2010,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,2011,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,1,2012,United Kingdom,Oglaigh na hEireann,Armed Assault,Private Citizens & Property,Firearms
0,0,2012,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,2013,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2013,United Kingdom,Oglaigh na hEireann,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
